"timestamp","sensor","pm10"
"2021-03-14T23:52:55.000Z",,"{""value"":917.86,""max"":918.5,""min"":917.34,""sd"":0.62}"
"2021-03-14T23:51:55.000Z",,"{""value"":922.31,""max"":926.58,""min"":919.65,""sd"":2.36}"
"2021-03-14T23:50:55.000Z",,"{""value"":934.56,""max"":943.92,""min"":0,""sd"":5.03}"
"2021-03-14T23:48:13.000Z",,"{""value"":947.61,""max"":949.69,""min"":946.23,""sd"":1.16}"
"2021-03-14T23:47:13.000Z",,"{""value"":956.45,""max"":960.09,""min"":952.01,""sd"":2.54}"
"2021-03-14T23:46:13.000Z",,"{""value"":961.71,""max"":962.41,""min"":960.09,""sd"":0.98}"
"2021-03-14T23:45:13.000Z",,"{""value"":961.65,""max"":963.56,""min"":958.94,""sd"":1.43}"
"2021-03-14T23:44:13.000Z",,"{""value"":955.13,""max"":957.78,""min"":952.01,""sd"":1.93}"
"2021-03-14T23:43:13.000Z",,"{""value"":951.95,""max"":953.16,""min"":950.85,""sd"":0.88}"
"2021-03-14T23:42:13.000Z",,"{""value"":950.91,""max"":953.16,""min"":949.69,""sd"":1.15}"
"2021-03-14T23:41:13.000Z",,"{""value"":959.34,""max"":964.72,""min"":953.16,""sd"":3.84}"
"2021-03-14T23:40:13.000Z",,"{""value"":973.46,""max"":984.36,""min"":0,""sd"":5.37}"
"2021-03-14T23:38:03.000Z",,"{""value"":985.8,""max"":986.67,""min"":984.36,""sd"":1.05}"
"2021-03-14T23:37:03.000Z",,"{""value"":982.63,""max"":984.36,""min"":980.89,""sd"":1.07}"
"2021-03-14T23:36:03.000Z",,"{""value"":979.62,""max"":980.89,""min"":977.43,""sd"":1.19}"
"2021-03-14T23:35:03.000Z",,"{""value"":977.14,""max"":979.74,""min"":976.27,""sd"":1.09}"
"2021-03-14T23:34:03.000Z",,"{""value"":979.28,""max"":979.74,""min"":978.58,""sd"":0.57}"
"2021-03-14T23:33:03.000Z",,"{""value"":977.31,""max"":979.74,""min"":975.12,""sd"":1.3}"
"2021-03-14T23:32:03.000Z",,"{""value"":971.48,""max"":976.27,""min"":965.87,""sd"":3.32}"
"2021-03-14T23:31:03.000Z",,"{""value"":962.46,""max"":965.87,""min"":958.94,""sd"":2.75}"
"2021-03-14T23:30:03.000Z",,"{""value"":956.92,""max"":958.94,""min"":953.16,""sd"":2.27}"
"2021-03-14T23:29:03.000Z",,"{""value"":953.16,""max"":954.32,""min"":952.01,""sd"":0.93}"
"2021-03-14T23:28:03.000Z",,"{""value"":955.24,""max"":955.47,""min"":954.32,""sd"":0.56}"
"2021-03-14T23:27:03.000Z",,"{""value"":954.32,""max"":955.47,""min"":953.16,""sd"":0.48}"
"2021-03-14T23:26:03.000Z",,"{""value"":953.8,""max"":954.32,""min"":950.85,""sd"":1.07}"
"2021-03-14T23:25:03.000Z",,"{""value"":954.12,""max"":960.09,""min"":0,""sd"":2.86}"
"2021-03-14T23:23:01.000Z",,"{""value"":939.76,""max"":943.92,""min"":936.98,""sd"":2.16}"
"2021-03-14T23:22:01.000Z",,"{""value"":950.04,""max"":957.78,""min"":943.92,""sd"":4.35}"
"2021-03-14T23:21:01.000Z",,"{""value"":958.42,""max"":958.94,""min"":956.63,""sd"":0.72}"
"2021-03-14T23:20:01.000Z",,"{""value"":953.51,""max"":955.47,""min"":952.01,""sd"":1.04}"
"2021-03-14T23:19:01.000Z",,"{""value"":952.99,""max"":953.16,""min"":952.01,""sd"":0.47}"
"2021-03-14T23:18:01.000Z",,"{""value"":954.37,""max"":955.47,""min"":953.16,""sd"":0.62}"
"2021-03-14T23:17:01.000Z",,"{""value"":958.71,""max"":960.09,""min"":954.32,""sd"":1.83}"
"2021-03-14T23:16:01.000Z",,"{""value"":961.94,""max"":963.56,""min"":960.09,""sd"":1.7}"
"2021-03-14T23:15:01.000Z",,"{""value"":970.2,""max"":972.8,""min"":965.87,""sd"":2.23}"
"2021-03-14T23:14:01.000Z",,"{""value"":970.84,""max"":973.96,""min"":965.87,""sd"":2.45}"
"2021-03-14T23:13:01.000Z",,"{""value"":968.59,""max"":975.12,""min"":965.87,""sd"":3.09}"
"2021-03-14T23:12:01.000Z",,"{""value"":983.26,""max"":988.98,""min"":975.12,""sd"":4.19}"
"2021-03-14T23:11:01.000Z",,"{""value"":993.2,""max"":997.07,""min"":988.98,""sd"":2.59}"
"2021-03-14T23:10:01.000Z",,"{""value"":999.84,""max"":1004,""min"":997.07,""sd"":1.94}"
"2021-03-14T23:09:01.000Z",,"{""value"":1010.01,""max"":1012.09,""min"":1004,""sd"":2.45}"
"2021-03-14T23:08:01.000Z",,"{""value"":1016.66,""max"":1019.02,""min"":1012.09,""sd"":2.33}"
"2021-03-14T23:07:01.000Z",,"{""value"":1020.82,""max"":1023.65,""min"":1019.02,""sd"":1.67}"
"2021-03-14T23:06:01.000Z",,"{""value"":1026.36,""max"":1027.11,""min"":1023.65,""sd"":0.94}"
"2021-03-14T23:05:01.000Z",,"{""value"":1028.15,""max"":1029.42,""min"":1027.11,""sd"":0.79}"
"2021-03-14T23:04:01.000Z",,"{""value"":1029.42,""max"":1029.42,""min"":1029.42,""sd"":0}"
"2021-03-14T23:03:01.000Z",,"{""value"":1030.18,""max"":1031.74,""min"":1029.42,""sd"":0.7}"
"2021-03-14T23:02:01.000Z",,"{""value"":1033.93,""max"":1038.67,""min"":1030.58,""sd"":2.62}"
"2021-03-14T23:01:01.000Z",,"{""value"":1041.73,""max"":1046.76,""min"":1038.67,""sd"":2.17}"
"2021-03-14T23:00:01.000Z",,"{""value"":1055.31,""max"":1062.93,""min"":1047.91,""sd"":4.59}"
"2021-03-14T22:59:01.000Z",,"{""value"":1067.79,""max"":1069.87,""min"":1064.09,""sd"":1.78}"
"2021-03-14T22:58:01.000Z",,"{""value"":1070.27,""max"":1072.18,""min"":1067.56,""sd"":1.57}"
"2021-03-14T22:57:01.000Z",,"{""value"":1071.43,""max"":1072.18,""min"":1069.87,""sd"":0.79}"
"2021-03-14T22:56:01.000Z",,"{""value"":1069.75,""max"":1071.02,""min"":1068.71,""sd"":0.7}"
"2021-03-14T22:55:01.000Z",,"{""value"":1071.25,""max"":1072.18,""min"":1071.02,""sd"":0.46}"
"2021-03-14T22:54:01.000Z",,"{""value"":1076.16,""max"":1079.11,""min"":1072.18,""sd"":2.33}"
"2021-03-14T22:53:01.000Z",,"{""value"":1079.23,""max"":1080.27,""min"":1079.11,""sd"":0.47}"
"2021-03-14T22:52:01.000Z",,"{""value"":1079.11,""max"":1079.11,""min"":1079.11,""sd"":0}"
"2021-03-14T22:51:01.000Z",,"{""value"":1082.11,""max"":1087.2,""min"":1079.11,""sd"":2.83}"
"2021-03-14T22:50:01.000Z",,"{""value"":1097.6,""max"":1103.38,""min"":1089.51,""sd"":4.6}"
"2021-03-14T22:49:01.000Z",,"{""value"":1105.46,""max"":1109.15,""min"":1103.38,""sd"":1.74}"
"2021-03-14T22:48:01.000Z",,"{""value"":1115.05,""max"":1125.33,""min"":1109.15,""sd"":4.84}"
"2021-03-14T22:47:01.000Z",,"{""value"":1138.56,""max"":1153.06,""min"":1125.33,""sd"":8.6}"
"2021-03-14T22:46:01.000Z",,"{""value"":1169.01,""max"":1179.64,""min"":1154.22,""sd"":7.61}"
"2021-03-14T22:45:01.000Z",,"{""value"":1182.82,""max"":1184.26,""min"":1180.79,""sd"":0.98}"
"2021-03-14T22:44:01.000Z",,"{""value"":1195.06,""max"":1208.53,""min"":1184.26,""sd"":7.88}"
"2021-03-14T22:43:01.000Z",,"{""value"":1219.16,""max"":1223.55,""min"":1210.84,""sd"":3.43}"
"2021-03-14T22:42:01.000Z",,"{""value"":1227.36,""max"":1235.1,""min"":1222.39,""sd"":4}"
"2021-03-14T22:41:01.000Z",,"{""value"":1246.95,""max"":1257.06,""min"":1235.1,""sd"":6.79}"
"2021-03-14T22:40:01.000Z",,"{""value"":1267.86,""max"":1276.7,""min"":1258.21,""sd"":5.35}"
"2021-03-14T22:39:01.000Z",,"{""value"":1276.87,""max"":1277.86,""min"":1276.7,""sd"":0.47}"
"2021-03-14T22:38:01.000Z",,"{""value"":1273.58,""max"":1276.7,""min"":1268.61,""sd"":2.54}"
"2021-03-14T22:37:01.000Z",,"{""value"":1262.43,""max"":1268.61,""min"":1258.21,""sd"":3.09}"
"2021-03-14T22:36:01.000Z",,"{""value"":1259.54,""max"":1260.52,""min"":1258.21,""sd"":0.92}"
"2021-03-14T22:35:01.000Z",,"{""value"":1271.44,""max"":1284.79,""min"":1261.68,""sd"":7.77}"
"2021-03-14T22:34:01.000Z",,"{""value"":1298.6,""max"":1313.68,""min"":1287.1,""sd"":8.34}"
"2021-03-14T22:33:01.000Z",,"{""value"":1329.57,""max"":1339.1,""min"":1317.14,""sd"":7.58}"
"2021-03-14T22:32:01.000Z",,"{""value"":1347.13,""max"":1350.65,""min"":1341.41,""sd"":2.67}"
"2021-03-14T22:31:01.000Z",,"{""value"":1350.77,""max"":1351.81,""min"":1349.5,""sd"":0.59}"
"2021-03-14T22:30:01.000Z",,"{""value"":1349.61,""max"":1350.65,""min"":1349.5,""sd"":0.35}"
"2021-03-14T22:29:01.000Z",,"{""value"":1350.19,""max"":1354.12,""min"":1349.5,""sd"":1.36}"
"2021-03-14T22:28:01.000Z",,"{""value"":1356.78,""max"":1363.36,""min"":1354.12,""sd"":2.55}"
"2021-03-14T22:27:01.000Z",,"{""value"":1374.17,""max"":1384.16,""min"":1363.36,""sd"":6.45}"
"2021-03-14T22:26:01.000Z",,"{""value"":1394.1,""max"":1403.81,""min"":1384.16,""sd"":5.74}"
"2021-03-14T22:25:01.000Z",,"{""value"":1414.38,""max"":1423.45,""min"":1404.96,""sd"":5.54}"
"2021-03-14T22:24:01.000Z",,"{""value"":1429.17,""max"":1432.69,""min"":1423.45,""sd"":3.19}"
"2021-03-14T22:23:01.000Z",,"{""value"":1440.32,""max"":1445.4,""min"":1435,""sd"":3.46}"
"2021-03-14T22:22:01.000Z",,"{""value"":1447.89,""max"":1451.18,""min"":1445.4,""sd"":2.14}"
"2021-03-14T22:21:01.000Z",,"{""value"":1454.76,""max"":1456.96,""min"":1452.34,""sd"":1.25}"
"2021-03-14T22:20:01.000Z",,"{""value"":1458.23,""max"":1460.43,""min"":1456.96,""sd"":1.37}"
"2021-03-14T22:19:01.000Z",,"{""value"":1463.55,""max"":1470.83,""min"":1460.43,""sd"":3.17}"
"2021-03-14T22:18:01.000Z",,"{""value"":1480.7,""max"":1495.09,""min"":1470.83,""sd"":7.5}"
"2021-03-14T22:17:01.000Z",,"{""value"":1509.82,""max"":1520.51,""min"":1495.09,""sd"":7.36}"
"2021-03-14T22:16:01.000Z",,"{""value"":1530.33,""max"":1539,""min"":1521.67,""sd"":6.17}"
"2021-03-14T22:15:01.000Z",,"{""value"":1543.97,""max"":1548.24,""min"":1540.16,""sd"":2.16}"
"2021-03-14T22:11:01.000Z",,"{""value"":1632.02,""max"":1632.6,""min"":1631.44,""sd"":0.58}"
"2021-03-14T22:10:01.000Z",,"{""value"":1633.17,""max"":1636.06,""min"":1631.44,""sd"":1.25}"
"2021-03-14T22:09:01.000Z",,"{""value"":1641.38,""max"":1645.31,""min"":1636.06,""sd"":2.69}"
"2021-03-14T22:08:01.000Z",,"{""value"":1651.14,""max"":1656.86,""min"":1645.31,""sd"":2.73}"
"2021-03-14T22:07:01.000Z",,"{""value"":1660.96,""max"":1661.48,""min"":1656.86,""sd"":1.16}"
"2021-03-14T22:06:01.000Z",,"{""value"":1658.88,""max"":1661.48,""min"":1654.55,""sd"":2.81}"
"2021-03-14T22:05:01.000Z",,"{""value"":1657.09,""max"":1660.33,""min"":1654.55,""sd"":1.65}"
"2021-03-14T22:04:01.000Z",,"{""value"":1666.1,""max"":1676.5,""min"":1660.33,""sd"":4.68}"
"2021-03-14T22:03:01.000Z",,"{""value"":1689.62,""max"":1701.93,""min"":1678.82,""sd"":7.75}"
"2021-03-14T22:02:01.000Z",,"{""value"":1714.46,""max"":1726.19,""min"":1701.93,""sd"":7.44}"
"2021-03-14T22:01:01.000Z",,"{""value"":1731.33,""max"":1737.75,""min"":1727.35,""sd"":2.72}"
"2021-03-14T22:00:01.000Z",,"{""value"":1749.82,""max"":1760.86,""min"":1741.21,""sd"":6.51}"
"2021-03-14T21:59:01.000Z",,"{""value"":1776.57,""max"":1789.74,""min"":1763.17,""sd"":8.64}"
"2021-03-14T21:58:01.000Z",,"{""value"":1803.26,""max"":1818.63,""min"":1789.74,""sd"":8.31}"
"2021-03-14T21:57:01.000Z",,"{""value"":1826.08,""max"":1830.19,""min"":1818.63,""sd"":3.04}"
"2021-03-14T21:56:01.000Z",,"{""value"":1839.2,""max"":1848.67,""min"":1830.19,""sd"":6.18}"
"2021-03-14T21:55:01.000Z",,"{""value"":1857.4,""max"":1861.38,""min"":1849.83,""sd"":3.96}"
"2021-03-14T21:54:01.000Z",,"{""value"":1863.81,""max"":1864.85,""min"":1861.38,""sd"":1.07}"
"2021-03-14T21:53:01.000Z",,"{""value"":1863.35,""max"":1864.85,""min"":1861.38,""sd"":1.15}"
"2021-03-14T21:52:01.000Z",,"{""value"":1863.93,""max"":1868.32,""min"":1861.38,""sd"":2.19}"
"2021-03-14T21:51:01.000Z",,"{""value"":1879.58,""max"":1886.81,""min"":1870.63,""sd"":5.06}"
"2021-03-14T21:50:01.000Z",,"{""value"":1898.01,""max"":1907.6,""min"":1887.96,""sd"":6.1}"
"2021-03-14T21:49:01.000Z",,"{""value"":1916.39,""max"":1923.78,""min"":1907.6,""sd"":4.99}"
"2021-03-14T21:48:01.000Z",,"{""value"":1920.37,""max"":1923.78,""min"":1911.07,""sd"":3.49}"
"2021-03-14T21:47:01.000Z",,"{""value"":1902.69,""max"":1911.07,""min"":1894.89,""sd"":5.06}"
"2021-03-14T21:46:01.000Z",,"{""value"":1885.48,""max"":1894.89,""min"":1878.72,""sd"":4.83}"
"2021-03-14T21:45:01.000Z",,"{""value"":1870.34,""max"":1876.41,""min"":1866.01,""sd"":3.03}"
"2021-03-14T21:44:01.000Z",,"{""value"":1859.07,""max"":1866.01,""min"":1854.45,""sd"":3.69}"
"2021-03-14T21:43:01.000Z",,"{""value"":1853.12,""max"":1853.3,""min"":1852.14,""sd"":0.56}"
"2021-03-14T21:42:01.000Z",,"{""value"":1851.97,""max"":1852.14,""min"":1850.98,""sd"":0.47}"
"2021-03-14T21:41:01.000Z",,"{""value"":1845.78,""max"":1849.83,""min"":1844.05,""sd"":1.98}"
"2021-03-14T21:40:01.000Z",,"{""value"":1842.84,""max"":1844.05,""min"":1839.43,""sd"":1.53}"
"2021-03-14T21:39:01.000Z",,"{""value"":1834.17,""max"":1839.43,""min"":1826.72,""sd"":4.16}"
"2021-03-14T21:38:01.000Z",,"{""value"":1823.6,""max"":1826.72,""min"":1819.79,""sd"":2.19}"
"2021-03-14T21:37:01.000Z",,"{""value"":1817.36,""max"":1819.79,""min"":1814.01,""sd"":1.62}"
"2021-03-14T21:36:01.000Z",,"{""value"":1809.73,""max"":1812.85,""min"":1804.76,""sd"":2.73}"
"2021-03-14T21:35:01.000Z",,"{""value"":1800.72,""max"":1803.61,""min"":1797.83,""sd"":1.6}"
"2021-03-14T21:34:01.000Z",,"{""value"":1792.11,""max"":1796.68,""min"":1783.97,""sd"":4.28}"
"2021-03-14T21:33:01.000Z",,"{""value"":1778.53,""max"":1783.97,""min"":1775.88,""sd"":2.3}"
"2021-03-14T21:32:01.000Z",,"{""value"":1775.59,""max"":1777.03,""min"":1774.72,""sd"":0.73}"
"2021-03-14T21:31:01.000Z",,"{""value"":1773.05,""max"":1774.72,""min"":1771.26,""sd"":1.02}"
"2021-03-14T21:30:01.000Z",,"{""value"":1769.75,""max"":1771.26,""min"":1767.79,""sd"":1.27}"
"2021-03-14T21:29:01.000Z",,"{""value"":1762.24,""max"":1768.94,""min"":1755.08,""sd"":4.4}"
"2021-03-14T21:28:01.000Z",,"{""value"":1745.89,""max"":1755.08,""min"":1737.75,""sd"":5.08}"
"2021-03-14T21:27:01.000Z",,"{""value"":1731.51,""max"":1737.75,""min"":1726.19,""sd"":4.25}"
"2021-03-14T21:26:01.000Z",,"{""value"":1722.84,""max"":1725.04,""min"":1721.57,""sd"":1.09}"
"2021-03-14T21:25:01.000Z",,"{""value"":1718.04,""max"":1722.72,""min"":1713.48,""sd"":2.95}"
"2021-03-14T21:24:01.000Z",,"{""value"":1706.32,""max"":1713.48,""min"":1699.61,""sd"":5.43}"
"2021-03-14T21:23:01.000Z",,"{""value"":1691.24,""max"":1699.61,""min"":1683.44,""sd"":5.11}"
"2021-03-14T21:22:01.000Z",,"{""value"":1675.75,""max"":1682.28,""min"":1669.57,""sd"":3.74}"
"2021-03-14T21:21:01.000Z",,"{""value"":1668.13,""max"":1669.57,""min"":1667.26,""sd"":0.81}"
"2021-03-14T21:20:01.000Z",,"{""value"":1660.1,""max"":1666.1,""min"":1653.39,""sd"":4.47}"
"2021-03-14T21:19:01.000Z",,"{""value"":1647.39,""max"":1653.39,""min"":1641.84,""sd"":4.09}"
"2021-03-14T21:18:01.000Z",,"{""value"":1640.97,""max"":1642.99,""min"":1638.37,""sd"":1.08}"
"2021-03-14T21:17:01.000Z",,"{""value"":1634.73,""max"":1638.37,""min"":1630.28,""sd"":2.05}"
"2021-03-14T21:16:01.000Z",,"{""value"":1618.38,""max"":1630.28,""min"":1608.33,""sd"":7.46}"
"2021-03-14T21:15:01.000Z",,"{""value"":1602.38,""max"":1607.17,""min"":1597.93,""sd"":2.9}"
"2021-03-14T21:14:01.000Z",,"{""value"":1593.13,""max"":1596.77,""min"":1588.69,""sd"":2.26}"
"2021-03-14T21:13:01.000Z",,"{""value"":1583.31,""max"":1588.69,""min"":1574.82,""sd"":3.9}"
"2021-03-14T21:12:01.000Z",,"{""value"":1569.39,""max"":1573.66,""min"":1564.42,""sd"":2.72}"
"2021-03-14T21:11:01.000Z",,"{""value"":1559.74,""max"":1564.42,""min"":1555.18,""sd"":3}"
"2021-03-14T21:10:01.000Z",,"{""value"":1546.68,""max"":1554.02,""min"":1539,""sd"":4.81}"
"2021-03-14T21:09:01.000Z",,"{""value"":1530.97,""max"":1539,""min"":1525.13,""sd"":4.32}"
"2021-03-14T21:08:01.000Z",,"{""value"":1521.32,""max"":1526.29,""min"":1517.05,""sd"":2.75}"
"2021-03-14T21:07:01.000Z",,"{""value"":1509.25,""max"":1517.05,""min"":1500.87,""sd"":5.4}"
"2021-03-14T21:06:01.000Z",,"{""value"":1495.9,""max"":1500.87,""min"":1491.62,""sd"":3.17}"
"2021-03-14T21:05:01.000Z",,"{""value"":1484.58,""max"":1490.47,""min"":1480.07,""sd"":3.49}"
"2021-03-14T21:04:01.000Z",,"{""value"":1476.31,""max"":1478.91,""min"":1473.14,""sd"":2}"
"2021-03-14T21:03:01.000Z",,"{""value"":1472.33,""max"":1474.29,""min"":1469.67,""sd"":1.4}"
"2021-03-14T21:02:01.000Z",,"{""value"":1464.01,""max"":1468.51,""min"":1461.58,""sd"":2.19}"
"2021-03-14T21:01:01.000Z",,"{""value"":1455.46,""max"":1461.58,""min"":1448.87,""sd"":3.95}"
"2021-03-14T21:00:01.000Z",,"{""value"":1443.9,""max"":1448.87,""min"":1437.32,""sd"":3.91}"
"2021-03-14T20:59:01.000Z",,"{""value"":1434.14,""max"":1437.32,""min"":1430.38,""sd"":1.75}"
"2021-03-14T20:58:01.000Z",,"{""value"":1427.15,""max"":1430.38,""min"":1423.45,""sd"":2.19}"
"2021-03-14T20:57:01.000Z",,"{""value"":1415.48,""max"":1423.45,""min"":1408.43,""sd"":4.97}"
"2021-03-14T20:56:01.000Z",,"{""value"":1401.15,""max"":1407.27,""min"":1396.87,""sd"":3.24}"
"2021-03-14T20:55:01.000Z",,"{""value"":1392.31,""max"":1395.72,""min"":1387.63,""sd"":2.18}"
"2021-03-14T20:54:01.000Z",,"{""value"":1384.8,""max"":1387.63,""min"":1381.85,""sd"":1.52}"
"2021-03-14T20:53:01.000Z",,"{""value"":1375.73,""max"":1381.85,""min"":1369.14,""sd"":4.61}"
"2021-03-14T20:52:01.000Z",,"{""value"":1365.96,""max"":1369.14,""min"":1363.36,""sd"":1.55}"
"2021-03-14T20:51:01.000Z",,"{""value"":1358.97,""max"":1363.36,""min"":1355.28,""sd"":2.41}"
"2021-03-14T20:50:01.000Z",,"{""value"":1351.64,""max"":1355.28,""min"":1348.34,""sd"":1.97}"
"2021-03-14T20:49:01.000Z",,"{""value"":1344.64,""max"":1349.5,""min"":1339.1,""sd"":3.24}"
"2021-03-14T20:48:01.000Z",,"{""value"":1336.44,""max"":1339.1,""min"":1335.63,""sd"":1.07}"
"2021-03-14T20:47:01.000Z",,"{""value"":1338.92,""max"":1340.25,""min"":1336.79,""sd"":1.18}"
"2021-03-14T20:46:01.000Z",,"{""value"":1337.6,""max"":1339.1,""min"":1335.63,""sd"":1.39}"
"2021-03-14T20:45:01.000Z",,"{""value"":1328.64,""max"":1335.63,""min"":1325.23,""sd"":3.42}"
"2021-03-14T20:44:01.000Z",,"{""value"":1319.05,""max"":1324.08,""min"":1313.68,""sd"":2.71}"
"2021-03-14T20:43:01.000Z",,"{""value"":1306.74,""max"":1313.68,""min"":1300.97,""sd"":4.2}"
"2021-03-14T20:42:01.000Z",,"{""value"":1295.3,""max"":1299.81,""min"":1289.41,""sd"":3.39}"
"2021-03-14T20:41:01.000Z",,"{""value"":1286.12,""max"":1289.41,""min"":1281.32,""sd"":2.43}"
"2021-03-14T20:40:01.000Z",,"{""value"":1277.16,""max"":1281.32,""min"":1272.08,""sd"":2.9}"
"2021-03-14T20:39:01.000Z",,"{""value"":1265.49,""max"":1272.08,""min"":1258.21,""sd"":3.79}"
"2021-03-14T20:38:01.000Z",,"{""value"":1254.92,""max"":1258.21,""min"":1246.66,""sd"":3.55}"
"2021-03-14T20:37:01.000Z",,"{""value"":1240.01,""max"":1246.66,""min"":1232.79,""sd"":4.15}"
"2021-03-14T20:36:01.000Z",,"{""value"":1221.35,""max"":1230.48,""min"":1213.15,""sd"":5.59}"
"2021-03-14T20:35:01.000Z",,"{""value"":1208.18,""max"":1213.15,""min"":1203.9,""sd"":3.45}"
"2021-03-14T20:34:01.000Z",,"{""value"":1196.74,""max"":1203.9,""min"":1190.04,""sd"":4.37}"
"2021-03-14T20:33:01.000Z",,"{""value"":1183.74,""max"":1188.88,""min"":1175.02,""sd"":4.36}"
"2021-03-14T20:32:01.000Z",,"{""value"":1164.21,""max"":1172.71,""min"":1154.22,""sd"":5.54}"
"2021-03-14T20:31:01.000Z",,"{""value"":1141.51,""max"":1151.91,""min"":1132.26,""sd"":6.4}"
"2021-03-14T20:30:01.000Z",,"{""value"":1122.27,""max"":1132.26,""min"":1111.46,""sd"":6.46}"
"2021-03-14T20:29:01.000Z",,"{""value"":1106.44,""max"":1111.46,""min"":1101.07,""sd"":3.33}"
"2021-03-14T20:28:01.000Z",,"{""value"":1097.89,""max"":1101.07,""min"":1092.98,""sd"":2.28}"
"2021-03-14T20:27:01.000Z",,"{""value"":1090.09,""max"":1092.98,""min"":1086.04,""sd"":2.21}"
"2021-03-14T20:26:01.000Z",,"{""value"":1079.17,""max"":1084.89,""min"":1076.8,""sd"":2.59}"
"2021-03-14T20:25:01.000Z",,"{""value"":1071.54,""max"":1076.8,""min"":1066.4,""sd"":3.09}"
"2021-03-14T20:24:01.000Z",,"{""value"":1061.55,""max"":1066.4,""min"":1054.85,""sd"":3.3}"
"2021-03-14T20:23:01.000Z",,"{""value"":1050.34,""max"":1054.85,""min"":1045.6,""sd"":3.19}"
"2021-03-14T20:22:01.000Z",,"{""value"":1041.67,""max"":1045.6,""min"":1038.67,""sd"":2.04}"
"2021-03-14T20:21:01.000Z",,"{""value"":1030.12,""max"":1037.51,""min"":1021.34,""sd"":4.73}"
"2021-03-14T20:20:01.000Z",,"{""value"":1014.92,""max"":1020.18,""min"":1007.47,""sd"":3.94}"
"2021-03-14T20:19:01.000Z",,"{""value"":1000.31,""max"":1007.47,""min"":994.76,""sd"":3.93}"
"2021-03-14T20:18:01.000Z",,"{""value"":990.95,""max"":994.76,""min"":986.67,""sd"":2.6}"
