timestamp,CO2
2021-03-01 19:04:50,-1.0
2021-03-01 19:06:18,-1.0
2021-03-01 19:22:57,204.0
2021-03-01 19:23:57,444.3
2021-03-01 19:24:57,435.85
2021-03-01 19:25:57,436.25
2021-03-01 19:26:57,436.95
2021-03-01 19:30:02,447.48
2021-03-01 19:31:02,449.15
2021-03-01 19:32:02,455.55
2021-03-01 19:33:02,461.6
2021-03-01 19:36:28,466.48
2021-03-01 19:37:28,469.65
2021-03-01 19:38:28,456.8
2021-03-01 19:39:28,458.2
2021-03-01 19:40:28,458.0
2021-03-01 19:44:09,441.74
2021-03-01 19:45:09,436.4
2021-03-01 19:46:09,435.9
2021-03-01 20:15:30,448.26
2021-03-01 20:16:30,469.4
2021-03-01 20:17:30,459.8
2021-03-01 20:18:30,452.75
2021-03-01 20:19:30,446.15
2021-03-01 20:20:30,533.75
2021-03-01 20:21:30,447.3
2021-03-01 20:22:30,440.8
2021-03-01 20:23:30,450.9
2021-03-01 20:24:30,455.5
2021-03-01 20:25:30,455.4
2021-03-01 20:26:30,447.45
2021-03-01 20:27:30,440.85
2021-03-01 20:28:30,439.95
2021-03-01 20:29:30,439.65
2021-03-01 20:30:30,439.4
2021-03-01 20:31:30,437.1
2021-03-01 20:32:30,434.75
2021-03-01 20:33:30,434.65
2021-03-01 20:34:30,431.7
2021-03-01 20:35:30,428.45
2021-03-01 20:36:30,426.45
2021-03-01 20:37:30,420.5
2021-03-01 20:38:30,422.7
2021-03-01 20:39:30,424.15
2021-03-01 20:40:30,423.25
2021-03-01 20:41:30,423.4
2021-03-01 20:42:30,422.4
2021-03-01 20:43:30,421.7
2021-03-01 20:44:30,420.85
2021-03-01 20:45:30,419.1
2021-03-01 20:46:30,418.4
2021-03-01 20:47:30,420.25
2021-03-01 20:48:30,421.65
2021-03-01 20:49:30,419.95
2021-03-01 20:50:30,419.85
2021-03-01 20:51:30,423.25
2021-03-01 20:52:30,425.8
2021-03-01 20:53:30,422.1
2021-03-01 20:54:30,419.35
2021-03-01 20:55:30,417.55
2021-03-01 20:56:30,416.0
2021-03-01 20:57:30,413.15
2021-03-01 20:58:30,411.7
2021-03-01 20:59:30,412.7
2021-03-01 21:00:30,415.6
2021-03-01 21:01:30,414.55
2021-03-01 21:02:30,415.6
